b	1726065360	18267.100000	1726065660	18248.100000
b	1726065660	18248.100000	1726066320	18247.100000
b	1726068060	18349.100000	1726068600	18344.100000
s	1726069800	18380.100000	1726070400	18377.100000
b	1726071180	18389.100000	1726071600	18403.100000
b	1726072620	18408.100000	1726072740	18420.100000
s	1726073160	18409.100000	1726073520	18418.100000
s	1726073520	18418.100000	1726075080	18431.100000
b	1726075080	18431.100000	1726075740	18432.100000
s	1726075740	18432.100000	1726077300	18451.100000
s	1726079040	18456.100000	1726080300	18471.100000
s	1726080300	18471.100000	1726081140	18463.100000
b	1726081140	18463.100000	1726083060	18473.100000
s	1726083960	18473.100000	1726101840	18515.300000
s	1726101840	18515.300000	1726102080	18520.300000
s	1726102440	18515.300000	1726103340	18499.300000
s	1726103340	18499.300000	1726103520	18492.300000
s	1726103520	18492.300000	1726103760	18504.000000
b	1726104480	18501.300000	1726104660	18507.300000
b	1726105620	18515.300000	1726106520	18514.300000
b	1726107720	18488.300000	1726108560	18499.000000
b	1726109280	18497.300000	1726109400	18491.300000
b	1726109400	18491.300000	1726110660	18482.300000
b	1726110660	18482.300000	1726111440	18483.300000
s	1726113360	18502.300000	1726114020	18506.300000
s	1726116720	18520.300000	1726116780	18527.300000
s	1726117380	18524.300000	1726117860	18524.300000
s	1726117860	18524.300000	1726119180	18532.300000
b	1726119180	18532.300000	1726119840	18525.300000
b	1726121340	18545.600000	1726122300	18528.200000
s	1726123200	18528.200000	1726123440	18535.200000
b	1726124400	18522.600000	1726125300	18553.400000
b	1726125300	18553.400000	1726125780	18557.600000
s	1726126860	18563.600000	1726127580	18572.600000
s	1726129020	18535.600000	1726129320	18548.600000
s	1726129680	18538.600000	1726130040	18554.600000
s	1726130400	18544.600000	1726130520	18556.600000
s	1726130520	18556.600000	1726130940	18549.600000
s	1726130940	18549.600000	1726131960	18554.600000
s	1726131960	18554.600000	1726133160	18589.600000
b	1726138560	18566.600000	1726138860	18556.600000
b	1726139520	18549.600000	1726139700	18540.600000
s	1726140120	18547.600000	1726140600	18540.600000
b	1726140600	18540.600000	1726140900	18553.600000
b	1726140900	18553.600000	1726141140	18541.600000
s	1726141620	18542.600000	1726141680	18553.600000
s	1726141680	18553.600000	1726143300	18574.600000
s	1726143300	18574.600000	1726144020	18565.600000
b	1726144020	18565.600000	1726144200	18548.600000
b	1726145040	18510.600000	1726145400	18494.600000
b	1726146360	18492.600000	1726147080	18477.400000
b	1726147080	18477.400000	1726148220	18461.600000
b	1726148220	18461.600000	1726148580	18442.600000
